id,label,category,type,description,url,ia,acceso,subcategoria,sector,fecha,source_file,extra
tool_6,Urban Taxonomy,herramientas,Herramienta nueva,Clasificación de tejido urbano edificado en ciudades europeas.,https://www.linkedin.com/feed/update/urn:li:activity:7381618130483048448,No,Libre acceso,Morfología urbana|Visualización,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://urbantaxonomy.org"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQE7CGrSo9uWWg/feedshare-shrink_800/B4EZnDGj9aHMAg-/0/1759914902563?e=2147483647&v=beta&t=a-RTljPCBk12lsqkEi7hro2Y2OkP_yRvi43yqoqb1AQ""}"
tool_7,Apache Sedona,herramientas,Empresa establecida,Motor geoespacial distribuido para Spark/Flink/Snowflake.,https://www.linkedin.com/feed/update/urn:li:activity:7289815215720853504,No,Libre acceso,Infraestructura de datos|Plataformas GIS,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://sedona.apache.org/"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5612AQE5_4J51SuZjg/article-cover_image-shrink_600_2000/0/1737515064246?e=2147483647&v=beta&t=YKlcxT1RLSVvKF1wnbtoch-82KMKUZjDWBDEFalQNms""}"
tool_8,DuckDB Spatial,herramientas,Empresa establecida,Motor SQL ligero para análisis geoespacial escalable.,https://www.linkedin.com/feed/update/urn:li:activity:7395531098128031794,No,Libre acceso,Infraestructura de datos,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://duckdb.gishub.org"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E1FAQGqbNE_m2C84A/feedshare-document-images_480/B4EZqIyluPKoAg-/1/1763231559633?e=1774483200&v=beta&t=sdRynC6-FQS5kqNZrOBMRnM5DmSE_K7N17RHtBbaDhY""}"
tool_9,ezesri,herramientas,Herramienta nueva,Catálogo buscable de datos geoespaciales gubernamentales.,https://www.linkedin.com/feed/update/urn:li:activity:7423567565769138176,No,Libre acceso,Datos abiertos|Plataformas GIS,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""http://ezesri.com/directory"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQFRw1O3QfqL_g/feedshare-shrink_800/B4EZwXPKyaJAAg-/0/1769916378876?e=2147483647&v=beta&t=KEZhvq8lyOfXora1poqSBWN8xB3yPsnEL_j2wf64qIY""}"
tool_10,QGIS Plugin GEE,herramientas,Complemento,Plugin QGIS para timelapses satelitales desde Google Earth Engine.,https://www.linkedin.com/feed/update/urn:li:activity:7428788931334320129,No,Libre acceso,Teledetección,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""github"", ""link"": ""https://github.com/opengeos/qgis-timelapse-plugin"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQEDwezuQNVDTg/feedshare-shrink_1280/B4EZxX0l02GwAg-/0/1770999935692?e=2147483647&v=beta&t=X1z0el6VzQ7TMdTgB_PbWLXK2nnPIrLYNGY8u7JVdWU""}"
tool_11,Mundi (SAM),herramientas,Herramienta nueva,Segmentación IA (Meta SAM) online para datos geoespaciales.,https://www.linkedin.com/feed/update/urn:li:activity:7382427243697983488,Sí,Libre acceso,Teledetección|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://app.mundi.ai/tools/segment-anything/airplanes"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5605AQEdcT_3EUPWYA/videocover-high/B56ZnOmYLkJ8B8-/0/1760107802425?e=2147483647&v=beta&t=0D_Ol7A_ZxNatYubP51bUI3yhvBzcGnpwAKa1ZQs4F4""}"
tool_12,Space Syntax,herramientas,Empresa establecida,Análisis de redes viarias para reglas urbanísticas algorítmicas.,https://www.linkedin.com/feed/update/urn:li:activity:7393995471410855936,No,Empresa de pago,Redes y grafos urbanos|Morfología urbana,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""http://planning.data.gov.uk/"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQGOQEgg2eAubQ/feedshare-shrink_800/B4EZpy_sR2HgAg-/0/1762865892433?e=2147483647&v=beta&t=y03xBp-JVvQuDal3MIJPv6j4h6tXveXtqNcq3dv6DKw""}"
tool_13,Plan.City,herramientas,Empresa establecida,Herramientas ZTV y Viewshed sobre modelos 3D urbanos.,https://www.linkedin.com/feed/update/urn:li:activity:7378747182063116288,No,Empresa de pago,Modelado 3D / Gemelos digitales|Visualización,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://plan.city"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4D05AQE0nL6n5wggTw/thumbnail-with-play-button-overlay-high/B4DZmaTatcGwDk-/0/1759230412752?e=2147483647&v=beta&t=-MiDQvCpVZmtyfcbFa4BxMyjrGtIAHlbz3jcCW-44l0""}"
tool_14,GeoAnalytics Pro,herramientas,Herramienta nueva,Plataforma unificada GIS con datos en tiempo real.,https://www.linkedin.com/feed/update/urn:li:activity:7385998815142510592,No,En desarrollo,Plataformas GIS|Datos abiertos,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": """", ""link"": """", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D22AQHsTcZ2He6TSw/feedshare-shrink_800/B4DZoBWw34G8Ag-/0/1760959340900?e=2147483647&v=beta&t=tzDYKXpFPJVuY4yL99qpKHfBUOPkiavRiTXjl6CkCk8""}"
tool_15,Google Maps Places,herramientas,Empresa establecida,Datos de +250M lugares globales combinados con BigQuery.,https://www.linkedin.com/feed/update/urn:li:activity:7395180074200813568,Sí,Empresa de pago,Inteligencia territorial|Plataformas GIS,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://goo.gle/47Xf3Tg"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D10AQFLebugRY-AtQ/image-shrink_800/B4DZqD1DG4IAAc-/0/1763148314910?e=2147483647&v=beta&t=oUBICsHCZ5hZvCrnXOitElyCR_s60twxvV9v89wakTg""}"
tool_16,CARTO Spatial,herramientas,Empresa establecida,Plataforma de inteligencia espacial con modelos fundacionales.,https://www.linkedin.com/feed/update/urn:li:activity:7359564092774268928,Sí,Empresa de pago,Plataformas GIS|Inteligencia territorial|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://carto.com"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D12AQHsjCMjV13vag/article-cover_image-shrink_720_1280/B4DZiJUO_wHsAI-/0/1754650441415?e=2147483647&v=beta&t=yYc9rAXoPkoBrvemJw7G-e53kclgs-CwwQunxUCrzEQ""}"
tool_17,unica360,herramientas,Empresa establecida,Enriquecimiento de datos inmobiliarios con datos de entorno.,https://www.linkedin.com/feed/update/urn:li:activity:7384533866453053440,No,Empresa de pago,Inteligencia territorial,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://arcg.is/10feCL0"", ""imagen"": ""https://media.licdn.com/dms/image/sync/v2/D4D27AQFgEOInNMBS_g/articleshare-shrink_800/B4DZalDguFGcAM-/0/1746525885002?e=2147483647&v=beta&t=WhaEcBIp4LjZ434iBEoak7wxnmkfNJ_z3mDE9Z4NwU4""}"
tool_18,Navi,herramientas,Herramienta nueva,Plataforma IA para aplicaciones espaciales.,https://www.linkedin.com/feed/update/urn:li:activity:7382318428088352768,Sí,En desarrollo,Plataformas GIS|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://navi.atlas.co"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4D05AQGaE_4jpgkY0Q/thumbnail-with-play-button-overlay-high/B4DZnNDVIzHYDU-/0/1760081853005?e=2147483647&v=beta&t=DCHQS0DPRmj3OGZgiKaBR1O0oWy_nK_89fYrjtw7-XE""}"
tool_19,CesiumJS / VC Map,herramientas,Empresa establecida,Herramientas open source para gemelos digitales urbanos.,https://www.linkedin.com/feed/update/urn:li:activity:7408763268598702080,No,Libre acceso,Modelado 3D / Gemelos digitales|Visualización,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""github"", ""link"": ""https://github.com/virtualcitySYSTEMS/map-community"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5610AQEVcjxeSRvnWQ/image-shrink_800/B56ZtE25o9HAAg-/0/1766386801682?e=2147483647&v=beta&t=v3hP_oUeXzRGQibegizsLdQzaodGAyiGcBPpNShuB7Y""}"
tool_20,Vis. transacciones inmobiliarias,herramientas,Herramienta nueva,Metáfora de lente para explorar transacciones inmobiliarias en Londres.,https://www.linkedin.com/feed/update/urn:li:activity:7407351443889754112,No,Libre acceso,Visualización|Inteligencia territorial,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://visquill.com/#/gallery?example=london-price-of-space"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5605AQHELYbCspnkaw/videocover-high/B56Zswrw13IYBY-/0/1766048338691?e=2147483647&v=beta&t=2A4U8rMCjYFFBydm9AQ3I32E4XPi0ETZSMWs6gaUiTs""}"
tool_21,Draw Your City,herramientas,Herramienta nueva,Mapas minimalistas con OpenStreetMap y WebGL.,https://www.linkedin.com/feed/update/urn:li:activity:7360576967907143680,No,Libre acceso,Visualización,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://alejandroquinto.github.io/draw-your-city/"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4D05AQG69Sp5DWp8iA/thumbnail-with-play-button-overlay-high/B4DZiVGnEcGQDw-/0/1754848202546?e=2147483647&v=beta&t=hUtYGu_YIDTSNJCQ_wN8PRUMEkVOm1yD6W3ifRQq9Fc""}"
tool_22,Toolkit geoespacial PDF,herramientas,Herramienta nueva,Informes PDF analíticos desde datos de mapa con Overture Maps.,https://www.linkedin.com/feed/update/urn:li:activity:7378104385836347392,No,Libre acceso,Datos abiertos|Visualización,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://overturemaps.org/"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D05AQGc56n8J3elIQ/videocover-high/B4DZmMgYSMGgB8-/0/1758998926648?e=2147483647&v=beta&t=R5wbSnbyO-FK4mBaJtR-GNroGR5Ps2Bf-GT8YKHQBmY""}"
tool_23,Ecosistema Python geoespacial,herramientas,Herramienta nueva,"Apache DataFusion, Lonboard, SedonaDB, marimo, GeoArrow.",https://www.linkedin.com/feed/update/urn:li:activity:7381672040476598272,No,Libre acceso,Infraestructura de datos,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""http://forrest.nyc"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQH5kcSJb5R98g/feedshare-shrink_2048_1536/B4EZnD3mWgGYAw-/0/1759927757892?e=2147483647&v=beta&t=PwswbbeOFHOverFZwsO0F53zNlYQnV9XJIHQSUYYvh4""}"
tool_24,Tutorial accesibilidad R+GTFS,herramientas,Educativo,Tutorial sobre accesibilidad socioeconómica con datos GTFS en R.,https://www.linkedin.com/feed/update/urn:li:activity:7373022072685506560,No,Libre acceso,Movilidad y accesibilidad,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""docs"", ""link"": ""https://ipeagit.github.io/intro_access_book/index.en.html"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5622AQHfAyLo9HGJfg/feedshare-shrink_800/B56ZlI8gMcG4Ag-/0/1757865444455?e=2147483647&v=beta&t=n81YL_k6NTLYgGmo9R98UMTRF0LsxwDawFdYav-DbiI""}"
tool_25,Geospatial Digital Twin,herramientas,Herramienta nueva,"Análisis geoespacial con Sentinel-2, NDVI, Cesium y kepler.gl.",https://www.linkedin.com/feed/update/urn:li:activity:7408649332192661504,No,Libre acceso,Modelado 3D / Gemelos digitales|Teledetección,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""http://kepler.gl"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQHxa6WSqI05rA/feedshare-shrink_800/B4EZtDPTBqGQAg-/0/1766359643535?e=2147483647&v=beta&t=TLt4k4FRpg08CgDE-WPkk1WK787wKoOL1gQlDok8hPU""}"
tool_26,Indicadores territoriales,herramientas,Empresa establecida,Indicadores territoriales en QGIS vía API.,https://www.linkedin.com/feed/update/urn:li:activity:7438101571898511360,No,Empresa de pago,Inteligencia territorial,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://www.unica360.com/geoenrichment-api-location-intelligence-microterritory-data-scale"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4E05AQEgkjrLf7tZOg/thumbnail-with-play-button-overlay-high/B4EZziHu50I8DU-/0/1773320207360?e=2147483647&v=beta&t=s9VEzErWO7AWYXI3ySwKd8MuYysZWKWUfUK0wbougac""}"
tool_27,GenAI Day-to-Night,herramientas,Framework académico,Modelo IA que transforma imágenes diurnas en nocturnas para auditoría de seguridad.,https://www.linkedin.com/feed/update/urn:li:activity:7430273464223145984,Sí,Libre acceso,Simulación ambiental|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""paper"", ""link"": ""https://doi.org/10.1016/j.ufug.2026.129350"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5622AQEcJEcjZ3N-tA/feedshare-shrink_1280/B56Zx2iVNuJ4Ag-/0/1771515239980?e=2147483647&v=beta&t=FlY66U6twON7X9zQ0o0tXS8Lp8-tjuQIza0ZmxPnQaw""}"
tool_28,UMEP+ZenSVI Confort térmico,herramientas,Framework académico,Pipeline de confort térmico urbano con imágenes street-level.,https://www.linkedin.com/feed/update/urn:li:activity:7437438679197011968,No,Libre acceso,Simulación ambiental,,2026-03-16,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://app.transformtransport.org/seeingtheheat/index.html#14/45.47368/9.19756"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4E05AQESaeM7DROb7w/thumbnail-with-play-button-overlay-high/B4EZzcXBCJHADY-/0/1773223550681?e=2147483647&v=beta&t=nCZPO2WuJZhsjGpF7OAKoGkA2620awswL06_C1MR6sM""}"
tool_29,UrbanXTools,herramientas,Complemento,"Plugin Grasshopper: space syntax, tráfico, visibilidad 3D y generación de diseño urbano.",https://github.com/CAUPDxUrbanXLab/UrbanXTools,No,Libre acceso,Morfología urbana|Redes y grafos urbanos|Diseño paramétrico,,2026-03-16,tools,"{""categoria"": ""Ambas"", ""linkType"": ""github"", ""link"": ""https://github.com/CAUPDxUrbanXLab/UrbanXTools"", ""imagen"": ""https://raw.githubusercontent.com/CAUPDxUrbanXLab/UrbanXTools/main/images/intro_01.png""}"
tool_30,Speckle,herramientas,Empresa establecida,"Plataforma de datos abierta para AEC. Conecta Rhino, Revit, GH, Archicad, Power BI.",https://speckle.systems/,Sí,Mixto,Interoperabilidad BIM|Infraestructura de datos,,2026-03-16,tools,"{""categoria"": ""Ambas"", ""linkType"": ""website"", ""link"": ""https://speckle.systems/"", ""imagen"": ""https://speckle.systems/.netlify/images?w=2402&h=1352&q=85&url=%2Fassets%2Fimages%2Fintelligence%2Fvalidation.webp""}"
tool_31,NanoBanana Pro,herramientas,Complemento,IA generativa integrada en ArcGIS Pro y Rhino 8.,https://www.linkedin.com/feed/update/urn:li:activity:7429838208693075968,Sí,Empresa de pago,Renderizado IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://mapryx.geoforger.com"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D5605AQFCqEe7uO0ySQ/thumbnail-with-play-button-overlay-high/B56ZxveL2WH8DU-/0/1771396719830?e=2147483647&v=beta&t=Z6ZlVW6ndqA6VocQI8GIIQcFoSYFKRlE3B8wm4Ea_BU""}"
tool_32,Claude Urban Design Plugin,herramientas,Herramienta nueva,Plugin de diseño urbano para Claude AI.,https://www.linkedin.com/feed/update/urn:li:activity:7434877118661971970,Sí,Libre acceso,Planificación IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""github"", ""link"": ""https://github.com/Amanbh997/Urban-Design-Skills-Claude"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D22AQHu8VSKjzxJsQ/feedshare-shrink_800/B4DZy39V5oG8Ag-/0/1772612837284?e=2147483647&v=beta&t=o_f8wC9kSTT0lIIwjQ9VXFmoh7WACo4mQEEZy8eLxSo""}"
tool_33,Automatización paneles arq.,herramientas,Workflow,Workflow automatizado para boards de competiciones.,https://www.linkedin.com/feed/update/urn:li:activity:7431974456173973504,Sí,Libre acceso,Renderizado IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": """", ""link"": """", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D22AQHTuYFjYyOsiA/feedshare-shrink_800/B4DZyOtYsHIwAg-/0/1771920788607?e=2147483647&v=beta&t=HezAwTtEa2mH0nEVsLu_1Om_gIPMnfD1VAP2NkEua6g""}"
tool_34,Hotloader (Grasshopper),herramientas,Complemento,Inyección instantánea de componentes C# en Grasshopper/Rhino 8.,https://www.linkedin.com/feed/update/urn:li:activity:7436841135274348544,No,Libre acceso,Herramientas de desarrollo,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""github"", ""link"": ""https://github.com/camnewnham/HotLoader"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5622AQENbAmSwnZscw/feedshare-shrink_800/B56ZzT3mifJ8Ac-/0/1773081094972?e=2147483647&v=beta&t=XHM6V0OgW3ldI2pF58uDChT_Tq-eUIlk4H3he5Hg7EQ""}"
tool_35,Notion+GH Parametric Explorer,herramientas,Workflow,Workflow para documentar estudios paramétricos en Notion.,https://www.linkedin.com/feed/update/urn:li:activity:7429497371849428992,No,Libre acceso,Diseño paramétrico,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""github"", ""link"": ""https://github.com/mluijmes/notion-grasshopper-demo/tree/main"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4E05AQErSYP0t4ryyw/thumbnail-with-play-button-overlay-high/B4EZxqcCxsKIDU-/0/1771312268548?e=2147483647&v=beta&t=5ApT1dbXcIt8G4O5slnJ1_WfImQe32sM2sEeSxIZtKM""}"
tool_36,Raven (raven.build),herramientas,Herramienta nueva,Text-to-CAD: geometría CAD desde prompts textuales.,https://www.linkedin.com/feed/update/urn:li:activity:7423466088144883712,Sí,Empresa de pago,Generación CAD|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.raven.build/"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQF0ZiHPDRaA9A/feedshare-shrink_800/B4EZwVzEZbJ8Ag-/0/1769892235315?e=2147483647&v=beta&t=xHpRpuDK3X3kAnwFMnFEhfO0yBfHsyXyO2sD_Wyf7CA""}"
tool_37,Finch (Finch3D),herramientas,Empresa establecida,Generación y optimización de plantas arquitectónicas.,https://www.linkedin.com/feed/update/urn:li:activity:7369008200479653888,Sí,Empresa de pago,Generación de plantas|IA / Machine Learning,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.finch3d.com"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4D05AQHXxdbvmvyeoQ/thumbnail-with-play-button-overlay-high/B4DZkP5ennGkD0-/0/1756908354514?e=2147483647&v=beta&t=dHO0BtmZvZQs2XLWeLkq2K6_A2xf4o-gniKMdbvP8R8""}"
tool_38,Rhino→Unreal Engine,herramientas,Workflow,Flujo en tiempo real entre Rhino y Unreal Engine.,https://www.linkedin.com/feed/update/urn:li:activity:7400160274294505472,No,Libre acceso,Visualización|Modelado 3D / Gemelos digitales,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.aectech.us/"", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D4D05AQFhPY83OBjpyg/thumbnail-with-play-button-overlay-high/B4DZq043EbJIDM-/0/1763971397302?e=2147483647&v=beta&t=2sovnBtF-1KoSZ5PIsdMMWbet3yUIWJl0nCY45O5AQo""}"
tool_39,Google Earth+NanoBanana+WAN2.2,herramientas,Workflow,Pipeline IA: captura → patrones → fachadas → interiores.,https://www.linkedin.com/feed/update/urn:li:activity:7368255788458389505,Sí,Libre acceso,Renderizado IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": """", ""link"": """", ""imagen"": ""https://dms.licdn.com/playlist/vid/v2/D5605AQFJnptlTmvp4w/thumbnail-with-play-button-overlay-high/B56ZkFNfYbHkD0-/0/1756729070986?e=2147483647&v=beta&t=BPHmFf5k2To9FH2-k_XNlsBKQP6x2wsd6CrNfHAz-BE""}"
tool_40,LLM-driven Planning (MIT),herramientas,Framework académico,Framework de planificación urbana impulsado por LLM. MIT.,https://www.linkedin.com/feed/update/urn:li:activity:7373647201618583553,Sí,Libre acceso,Planificación IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""paper"", ""link"": ""https://lnkd.in/dQFFYn7e"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D22AQFOOzLSHs1bVA/feedshare-shrink_800/B4DZlR1DasJgAk-/0/1758014487768?e=2147483647&v=beta&t=XT1PITQaCzT0NXw5nZAli1EasFnTqjHOEjB-NH1GexU""}"
tool_41,Reasoning-centric Urban AI,herramientas,Framework académico,Framework para IA de planificación urbana centrada en razonamiento.,https://www.linkedin.com/feed/update/urn:li:activity:7396843394754465792,Sí,Libre acceso,Planificación IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""paper"", ""link"": ""https://arxiv.org/abs/2511.05375"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D5622AQG75AwAm-RmcQ/feedshare-shrink_800/B56Zqbd3awJ8Ag-/0/1763544890997?e=2147483647&v=beta&t=l7poJ7R1qZdHcdxL_DNhkSkgSOgt80AJt73qPDo5pk0""}"
tool_42,Urban AI: SO ciudades,herramientas,Conceptual,Capa de inteligencia compartida para planificación urbana.,https://www.linkedin.com/feed/update/urn:li:activity:7403524512459296768,Sí,Libre acceso,Planificación IA|Modelado 3D / Gemelos digitales,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": """", ""link"": """", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D05AQECk5Duj5xbyA/videocover-low/B4DZr6aTAqH0BY-/0/1765137790562?e=1774821600&v=beta&t=Nk2m5KYt3aBVlAbKy9L7Wn21GNJr0lAo3doc1yquGs8""}"
tool_43,Claude Urban Design — Ampl.,herramientas,Herramienta nueva,Actualización del plugin con regeneración urbana y movilidad.,https://www.linkedin.com/feed/update/urn:li:activity:7437764897653837824,Sí,Libre acceso,Planificación IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""github"", ""link"": ""https://github.com/Amanbh997/Urban-Design-Skills-Claude"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4D22AQGCvI6YKPlNqg/feedshare-shrink_2048_1536/B4DZzg_wueH4Ag-/0/1773301337240?e=2147483647&v=beta&t=UVGCeiGy_Vp-u181NP2yRwTQpOGDEz2BRBoyJ_UK6fI""}"
tool_44,Nano Banana Prompt Pack,herramientas,Educativo/Workflow,Pack de prompts para diseñadores urbanos.,https://www.linkedin.com/feed/update/urn:li:activity:7434841246604603392,Sí,Libre acceso,Renderizado IA,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://urbandesignlab.in/"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D561FAQEYeOHWihbKpg/feedshare-document-cover-images_480/B56Zy3cmvsG4BA-/0/1772604263703?e=2147483647&v=beta&t=V32D1rOxSe-hY3D2YDc47pK0WdpGpXFgS1zJkJiKlnY""}"
tool_45,NestingMushrooms GH+ComfyUI,herramientas,Workflow,Animación paramétrica con generación de diseño mediante ComfyUI.,https://www.linkedin.com/feed/update/urn:li:activity:7437169049853296641,Sí,Libre acceso,Renderizado IA|Diseño paramétrico,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.kedarundale.com"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQGbXYuI7Zfklg/feedshare-shrink_2048_1536/B4EZzYhvogJ0Ak-/0/1773159254529?e=2147483647&v=beta&t=TYtS29HDMsJ-fdegvHgXmMsxClOi00aKAf-bQW5kDl4""}"
tool_46,ghSnip — Snippets GH,herramientas,Herramienta nueva,Plataforma web para almacenar y reutilizar snippets de Grasshopper.,https://www.linkedin.com/feed/update/urn:li:activity:7437355411307061248,No,Libre acceso,Herramientas de desarrollo,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""demo"", ""link"": ""https://ghsnip.netlify.app"", ""imagen"": ""https://media.licdn.com/dms/image/sync/v2/D5627AQFOB3J4cezsLg/articleshare-shrink_800/B56Zza0ZVCKcAI-/0/1773197695450?e=2147483647&v=beta&t=U8pgweI4YqZA4_fKzQTHGiv6MuaJ5E2HaKVOEUVGUiE""}"
tool_47,Selva (TheVessen),herramientas,Herramienta nueva,Plugin de Grasshopper para construir interfaces en el navegador.,https://www.food4rhino.com/en/app/selva?lang=es,No,Libre acceso,Herramientas de desarrollo,,2026-03-16,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.food4rhino.com/en/app/selva?lang=es"", ""imagen"": ""https://static.food4rhino.com/cdn/farfuture/nwmQwvfmKmZ-8teONnv9TaG43l5tR-a2vEArCWuE45w/mtime:1765611043/sites/default/files/public/users-files/thevessen/app/screenshot_2025-12-13_at_08.24.16.png""}"
tool_48,Hekatan / awatif.co,herramientas,Herramienta nueva,Plataforma web de cálculo estructural basada en OpenSees; permite modelar y simular estructuras directamente en el navegador.,https://www.linkedin.com/feed/update/urn:li:activity:7441148737818841088,No,Libre acceso,Herramientas de desarrollo,,2026-03-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://awatif.co"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E05AQEq8OpMTrFe4w/videocover-low/B4EZ0RFTPPHsBU-/0/1774108098503?e=1774821600&v=beta&t=I1uybZQuzqW_8wRWAfPzWkO3k08prgB8NpEl7bNg1s8""}"
tool_49,FastRender.ai,herramientas,Herramienta nueva,AI tool for fast architectural rendering from 3D models.,https://www.linkedin.com/feed/update/urn:li:activity:7437282062660841472,Sí,Empresa de pago,Renderizado IA,,2026-03-22,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://fastrender.ai"", ""imagen"": ""https://media.licdn.com/dms/image/v2/D4E22AQHrDRRVc7esOg/feedshare-shrink_800/B4EZzU.Kn4JEAc-/0/1773099593024?e=1775692800&v=beta&t=iiIUx3vjBsV9g33CP7swMgqME8Lg0yGXlfhoW0uoWvI""}"
